IncidentNum,IncidentName,LATITUDE_C,LONGITUDE_C,Year
ID-SCF-6069,ELKHORN,45.489722,-113.870833,2006
ID-SCF-6294,Potato,44.324722,-114.839722,2006
ID-SCF-6358,Trail Creek,44.524722,-114.927222,2006
ID-SCF-6360,Garden Creek,45.300278,-114.433056,2006
ID-SCF-6385,Cub,44.857222,-114.773333,2006
ID-SCF-6411,Woodtick,44.815,-114.656389,2006
ID-SCF-6494,East Elk,44.486389,-115.406944,2006
ID-SCF-6496,North Elk,44.5275,-115.458333,2006
ID-SCF-6554,Knapp 2,44.423333,-114.999722,2006
ID-SCS-001349,CANAL,42.815,-114.616667,2006
ID-SCS-001641,MARSH CREEK,42.542222,-113.518333,2006
ID-SIX-001254,WEST CANAL,42.808056,-114.757222,2006
ID-SIX-001461,Raft River,42.578056,-113.108611,2006
ID-SIX-001510,FAIRGROUND,42.931389,-114.996944,2006
ID-SIX-001586,CONNOR,42.116389,-113.631944,2006
ID-SIX-001653,CINDER,42.816111,-113.998889,2006
ID-STF-001379,Trailhead,44.158889,-115.138056,2006
ID-STF-001615,BROWN'S CANYON,41.930556,-113.475278,2006
ID-SWS-004024,HARRIS CREEK,43.868333,-116.15,2006
ID-SWS-4033,OLA COMPLEX,44.060556,-116.321944,2006
ID-TFD-001256,HWY 46 MM 7,42.866389,-114.72,2006
ID-TFD-001285,JUNIPER BUTTE,42.259722,-115.343056,2006
ID-TFD-001314,BIG DRAW,42.527222,-115.361667,2006
ID-TFD-001315,3 Wells,42.918889,-114.466111,2006
ID-TFD-001321,BURNT,42.105556,-112.904444,2006
ID-TFD-001375,SID,42.847778,-113.955556,2006
ID-TFD-001383,Klosterman,42.646944,-113.843611,2006
ID-TFD-001435,LAVA,42.972778,-114.598611,2006
ID-TFD-001455,4 Wheel Drive,42.779722,-113.493056,2006
ID-TFD-001477,BEAR TRAP,42.9925,-113.341389,2006
ID-TFD-001478,SHALE BUTTE,43.013333,-113.739444,2006
ID-TFD-001481,OWINZA,42.928333,-114.056389,2006
ID-TFD-001525,CRESTVIEW,42.716111,-113.970278,2006
ID-TFD-001557,HYNES,42.615,-113.919167,2006
ID-TFD-001578,GOODTIME,42.906389,-114.593611,2006
ID-TFD-001593,SAILOR CAP,42.703611,-115.443611,2006
ID-TFD-001609,NO MAN'S FIRE,42.445833,-114.012222,2006
ID-TFD-001635,REYNOLDS SPRINGS,42.212222,-114.783889,2006
ID-TFD-001638,BLUE,42.439722,-115.029444,2006
ID-TFD-001708,OLD WIND,42.217778,-115.121389,2006
ID-TFD-001753,IMPACT AREA,42.790556,-115.584167,2006
ID-TFD-CQZ9,Swiss Valley,42.938056,-115.108889,2006
ID-TFD-CS0L,Schodde,42.649167,-113.99,2006
UT-BRS-000186,DEATH RIDGE,40.190833,-112.868889,2006
UT-BRS-000567,DEACON,41.863611,-112.696389,2006
UT-BRS-000626,REESE,41.702778,-112.583056,2006
UT-BRS-000739,MORSE,41.728611,-113.932222,2006
UT-BRS-000828,Pilot,41.055,-114.049722,2006
UT-BRS-000830,REES 2,41.737778,-112.545833,2006
UT-BRS-000849,Facer,41.521944,-111.925833,2006
UT-BRS-000882,ELLISON,41.966944,-112.677222,2006
UT-CCD-060413,Ford,37.330833,-112.506111,2006
UT-CCD-060533,Baboon 2,38.042778,-113.046667,2006
UT-CCD-060710,Chipman,38.088889,-112.847222,2006
UT-CCD-060905,Reilly Complex,37.195,-113.823611,2006
UT-CCD-060942,Flats 2,38.276944,-113.162222,2006
UT-CCD-060949,Flats 3,38.270278,-113.216667,2006
UT-CCD-061096,Badger,38.125556,-113.139722,2006
UT-CCD-124,Sky Ranch,37.058611,-113.306389,2006
UT-CCD-125,Hurricane 2,37.053333,-113.302778,2006
UT-CCD-219,Cave,37.084444,-113.743056,2006
UT-CCD-223,Buckskin,37.163333,-112.113333,2006
UT-CCD-600322,BULL COMPLEX,37.404167,-113.940278,2006
UT-DIF-060530,Drill Hole,37.978333,-111.596389,2006
UT-FIF-0000217,Gooseberry,38.838333,-111.794167,2006
UT-FIF-000202,South Kanosh,38.719167,-112.541111,2006
UT-FIF-000215,Dog Valley,38.675833,-112.525278,2006
UT-FIF-000262,South Water Hollow,38.873889,-111.3975,2006
UT-FIF-000315,SUNSET CANYON,39.403611,-112.537778,2006
UT-FIF-000413,Magpie,38.986389,-112.178889,2006
UT-FIF-0055,Annabella,38.684444,-111.996111,2006
UT-FIF-039,Blackbird Mine,38.448333,-112.134722,2006
UT-FIF-435,Devil's Den,39.354167,-112.268333,2006
UT-MLF-006091,Lion Creek,38.4025,-109.026389,2006
UT-MLF-6034,DRY WASH,37.7275,-109.583889,2006
UT-MLF-6047,CHIPPEAN RIDGE WFU,37.798889,-109.636667,2006
UT-MLF-6127,ENGINEER CANYON WFU,39.569167,-111.147222,2006
UT-MLF1-000510,Deep Creek,39.473611,-111.853333,2006
UT-MOD-6079,WESTWATER 2,39.033889,-109.199444,2006
UT-MOD-6131,BRYSON WASH,39.212778,-109.116389,2006
UT-MOD-6137,SPRINGS,39.3825,-110.251389,2006
UT-MOD-6224,SPRING,38.897222,-109.058333,2006
UT-NWS-000240,Tunnel Road,39.916667,-111.987222,2006
UT-NWS-000442,Lake Ridge,41.943333,-111.073333,2006
UT-NWS-000513,ST. JOHN,40.39,-112.474167,2006
UT-NWS-000824,EAST HICKMAN,40.435,-112.535833,2006
UT-NWS-000826,SADDLE,40.492778,-112.397222,2006
UT-NWS-000838,ELBERTA SOUTH,39.875833,-111.936667,2006
UT-NWS-000919,PERRY,41.473611,-112.006944,2006
UT-NWS-000950,Landfill,40.847778,-112.756389,2006
UT-NWS-001021,Hagen,40.422222,-112.696389,2006
UT-NWS-001098,Snow,41.088333,-111.916944,2006
UT-NWS-001122,IMPACT,40.434167,-112.068889,2006
UT-RID-000201,Sage Valley,39.59,-112.010833,2006
UT-RID-000240,TWIN PEAKS,38.751389,-112.710278,2006
UT-RID-000289,North Mills,39.513889,-112.002778,2006
UT-RID-000309,King Top,39.147778,-113.546111,2006
UT-RID-000394,Interchange,38.590833,-112.605556,2006
UT-RID-000402,Antelope Point,38.665833,-112.819722,2006
UT-RID-000542,Polly's Peak,39.634722,-111.606667,2006
UT-RID-00087,N Sand Mtn,39.738611,-112.373333,2006
UT-RID-007188,Cricket Seat,39.009444,-112.945,2006
UT-RID-144,Howell Peak,39.316944,-113.386667,2006
UT-RID-40,Stone Face,39.236111,-112.751944,2006
UT-RID-75,Black Springs,39.368333,-113.309722,2006
UT-SCS-000077,North Cricketts,39.034167,-112.896667,2006
UT-SCS-000214,Oak City Canyon,39.354444,-112.297222,2006
UT-SCS-000519,Blue Hills,39.555278,-111.551111,2006
UT-SCS-529,Valley,38.694722,-112.692222,2006
UT-SES-6059,WILLOW CREEK,39.387222,-109.638889,2006
UT-SLD-000223,Delle,40.798333,-112.74,2006
UT-SLD-000262,DUTCH,40.236667,-113.865,2006
UT-SLD-000272,BELL,40.311389,-111.922778,2006
UT-SLD-000330,Hatch Ranch,40.303333,-112.628611,2006
UT-SLD-000336,SCORPIO,41.495556,-113.196389,2006
UT-SLD-000441,TWIN PEAKS,41.766944,-111.3225,2006
UT-SLD-000520,south,40.5475,-112.713611,2006
UT-SLD-000600,DOUBLE DIAMOND T,41.536667,-113.683611,2006
UT-SLD-000685,TABLE,41.708889,-113.143889,2006
UT-SLD-000869,WEST MTN. 2,40.032222,-111.8175,2006
UT-SLD-734,HOGUPS,41.720278,-113.143611,2006
UT-SPA-0600870,Reilly,37.185,-113.756944,2006
UT-SWS-000001,Snowfield,37.367222,-113.253333,2006
UT-SWS-00143,test site,37.297955,-113.309674,2006
UT-SWS-060268,Baboon,38.096389,-113.058611,2006
UT-SWS-060542,Ranch,37.348611,-113.2775,2006
UT-SWS-060826,Jackson,37.216667,-113.983056,2006
UT-SWS-CR1R,Jarvis,37.071667,-113.833056,2006
UT-UOA-059,SALERATUS WFU,39.305,-109.969722,2006
UT-UOA-226,BALD KNOLL,40.430556,-110.495833,2006
UT-ZIP -CR1N,Kolob,37.2625,-113.123611,2006
WY-BTF-000045,HORSE CREEK,43.348333,-110.621111,2006
WY-BTF-000053,Battle Mountain,43.289722,-109.966389,2006
WY-BTF-010,Jim Creek,43.191111,-109.927778,2006
WY-BTF-029,PURDY,43.573056,-110.140556,2006
WY-GTP-6072,HECHTMAN,44.113611,-110.797222,2006
CA-BTU-008059,SKYWAY,39.7025,-121.758333,2006
CA-KNF-003497,Uncles Complex,41.383333,-123.183333,2006
CA-KNF-3536,Happy Camp,41.602778,-123.376944,2006
CA-LKR-0549,WILDLIFE,41.899444,-121.057222,2006
CA-LMU-003147,3/15/16,41.2675,-121.483333,2006
CA-LMU-2394,3/5/16,41.233333,-120.951667,2006
CA-LMU-2420,3/9/16,41.069444,-121.0625,2006
CA-LMU-2434,2/7/16,40.416667,-120.816667,2006
CA-LMU-2439,4/11/16,41.185833,-120.666667,2006
CA-LMU-2968,Creek,40.373333,-120.728611,2006
CA-LMU-3707,HONEY,40.284,-120.5394,2006
CA-LNU-004653,Spring,38.957778,-122.259167,2006
CA-LNU-005591,Highland,38.947778,-122.904167,2006
CA-LNU-7269,82,38.7075,-122.0925,2006
CA-LNU-7284,Napa,38.403333,-122.393611,2006
CA-MDF-000242,Happy /Miller Complex,41.469167,-121.318611,2006
CA-MDF-306,Lava,41.506111,-121.520278,2006
CA-MDF-422,Bump,41.826944,-121.058056,2006
CA-MDF-484,Sage,41.698611,-120.526944,2006
CA-MDF-614,Clearlake,41.983889,-121.101944,2006
CA-MEU-005124,GEYSERS,38.863611,-123.041667,2006
CA-MEU-005619,WALKER,39.360278,-123.314167,2006
CA-MEU-007298,NOBLE,39.952222,-123.716944,2006
CA-MNF-894,HUNTER,39.660556,-122.861667,2006
CA-MNF-897,Kingsley Complex,40.015278,-122.934722,2006
CA-NEU-015663,MARYSVILLE,39.379722,-121.213333,2006
CA-NOD-2406,S-5 /Duck,41.014722,-119.798333,2006
CA-NOD-4182,Cold Springs,41.033611,-120.248889,2006
CA-PNF-0551,Grease,40.016944,-120.385833,2006
CA-PNF-371,Boulder Complex,40.214722,-120.597222,2006
CA-SCU-3133,Stuhr,37.325556,-121.109722,2006
CA-SCU-3886,CHINA,37.183333,-121.5,2006
CA-SCU-4303,CANYON,37.436111,-121.321667,2006
CA-SCU-4345,MIDWAY,37.714722,-121.558889,2006
CA-SHF-1679,LAKIN,41.391667,-121.533333,2006
CA-SHF-2120,PIGEON,40.750556,-123.167778,2006
CA-SHU-5726,SHASTA,40.685833,-122.374722,2006
CA-SHU-5863,JUNCTION,40.739444,-123.046389,2006
CA-SKU-000906,HOTLUM/ UNIFIED COMMAND,41.544444,-122.291667,2006
CA-SKU-003583,HOY,41.516985,-122.422413,2006
CA-SRF-000999,Panther,40.731944,-123.5125,2006
CA-SRF-997,ORLEANS COMPLEX,41.300278,-123.59,2006
CA-TNF-001525,BASSETTS,39.616944,-120.601667,2006
CA-TNF-1443,RALSTON,39.016667,-120.7025,2006
HI-CNTY-HA-06-0073,Puu Mali 2,19.930556,-155.409722,2006
HI-CNTY-MA-06-0002,Maalaea,20.758333,-156.541667,2006
MA-06-004,Kaupo Fire,20.758333,-156.541667,2006
ID-CMS-043012,Kurby,46.518611,-116.663611,2006
ID-CWF-000047,Hanson Meadows WFU,46.701667,-114.901667,2006
ID-CWF-000049,Slide-WFU,46.732778,-115.19,2006
ID-CWF-000052,Kettle Lake,46.185278,-115.236389,2006
ID-CWF-000053,Kettle 2,46.226389,-115.218611,2006
ID-CWF-000080,Rabbit,46.407778,-114.635556,2006
ID-CWF-000083,Corral,46.491944,-115.230556,2006
ID-CWF-000086,Sled WFU,46.672222,-115.019167,2006
ID-CWF-200604,Pot Mountain WFU Complex,46.766944,-115.467778,2006
ID-IPF-001042,Ulm Peak,47.8925,-115.976111,2006
ID-IPF-001054,Revett Complex,47.583333,-115.78,2006
ID-IPF-004027,Collins Tooth,46.970278,-115.5025,2006
ID-IPF-007016,Long Canyon Creek,48.846667,-116.645278,2006
ID-IPF-008027,Hughes 32 Complex,48.850833,-117.019167,2006
ID-NPF-000035,Brushy,45.976389,-114.649722,2006
ID-NPF-000072,Barren Hill,46.258056,-114.968889,2006
ID-NPF-000073,Mink,46.046111,-115.109167,2006
ID-NPF-000078,Renshaw,46.054722,-115.533056,2006
ID-NPF-000092,Twin Butte,46.052222,-115.019167,2006
ID-NPF-000102,Lightning Creek,45.435833,-116.277778,2006
ID-NPF-000108,62 Ridge,46.141667,-115.082778,2006
ID-NPF-000162,Meadow,45.739722,-115.193611,2006
ID-NPF-039,Pettibone WFU,46.066667,-114.75,2006
ID-NPF-200615,Baston-Cook Complex,45.746944,-115.197778,2006
ID-NPF-200618,Heavens Gate Complex,45.363889,-116.509167,2006
MT-BDF-000057,Schultz Saddle,45.762222,-113.801389,2006
MT-BDF-000073,Sand Basin,46.207222,-113.669444,2006
MT-BFA-0003,Mission Lake,48.581944,-112.657778,2006
MT-BID-000040,Bundy Railroad,46.112222,-108.109444,2006
MT-BID-000066,Ragged Point,46.733333,-107.966667,2006
MT-BRF-5043,Mt. Aura,45.862222,-114.806667,2006
MT-BRF-5058,Gash Creek,46.395,-114.253889,2006
MT-BRF-5085,East Langdon,45.645313,-114.682435,2006
MT-BRF-5088,Bare Peak,45.849444,-114.413611,2006
MT-BRF-5106,13 Creek,45.546667,-114.733333,2006
MT-BRF-5107,Lake of the Rocks,45.8675,-114.345278,2006
MT-BRF-5131,Little West Fork,45.8475,-114.445556,2006
MT-CES-000407,Sappington Junction,45.783333,-111.883333,2006
MT-CES-000408,Clarks Canyon,45,-112.75,2006
MT-CES-000500,Big Creek,45.315833,-110.868611,2006
MT-CES-078,Square Butte,47.429722,-111.741944,2006
MT-CES-400,Snowshoe,44.713056,-111.798611,2006
MT-CMR-000007,FLAT TIRE COMPLEX,47.531667,-107.949167,2006
MT-CMR-111,MORGAN,47.620556,-107.053056,2006
MT-CMR1-008,UL BEND,47.489167,-105.330833,2006
MT-CNF-000502,Trout Creek,45.063333,-109.825,2006
MT-CNF-102,LEE CREEK,45.237778,-106.350556,2006
MT-CNF-135,HOLE IN THE WALL,45.427222,-106.314167,2006
MT-CRA-000245,PEANUT FIRE,45.412778,-107.637222,2006
MT-CRA-166,Little Kid Creek,45.215556,-107.160556,2006
MT-CRA-175,Birthday 2,45.403333,-107.886667,2006
MT-CRA-209,OWL,45.164444,-107.253889,2006
MT-CRA-269,TRISHA,45.663333,-108.136667,2006
MT-EAS-002,CROMO CREEK,46.019167,-106.843333,2006
MT-EAS-003,Horton - Hay,46.157778,-106.222222,2006
MT-EAS-004,Iron Jaw,46.25,-106.25,2006
MT-EAS-005,Spring Creek,46,-106.25,2006
MT-EAS-015,BEAVER CREEK,45.769444,-106.215556,2006
MT-EAS-017,SAND CREEK,46.4475,-106.4075,2006
MT-EAS-021,ROAD CREEK,45.905278,-105.578333,2006
MT-EAS-029,WOODY,46.366667,-105.6,2006
MT-EAS-033,LISCOM CREEK,45.93,-105.9875,2006
MT-FBA-000001,HOWARD,48.2925,-108.29,2006
MT-FHA-273,Irvine,47.733333,-114.333333,2006
MT-FHA-279,OLIVER,47.583333,-114.383333,2006
MT-FHA-296,ASHLEY LAKE,47.372778,-113.967778,2006
MT-FNF-000072,SUN DOG,48.68,-114.433611,2006
MT-FNF-000073,HOLLAND PEAK,47.5,-113.605556,2006
MT-FNF-042,Tango Point - WFU,47.529167,-113.557778,2006
MT-FNF-052,Jenny Creek - WFU,47.283333,-113.266667,2006
MT-FNF-089,Brushshack - WFU,48.129167,-113.3,2006
MT-FNF-092,Highrock - WfU,47.655,-113.661667,2006
MT-FPA-000253,Buffalo Ranch,48.361111,-105.314167,2006
MT-FPA-000254,Toavs,47.288889,-105.808333,2006
MT-GNF-000047,Derby Fire,45.531667,-109.933889,2006
MT-GNF-023,South Pine,45.458056,-110.477778,2006
MT-GNF-055,PARADISE VALLEY COMPLEX,45.315833,-110.868611,2006
MT-GNF-056,JUNGLE,45.416667,-110.481111,2006
MT-GNP-060005,Red Eagle,48.647222,-113.513889,2006
MT-HNF-048,Keep Cool,47.032222,-112.651944,2006
MT-KNF-000233,ROSS COMPLEX,48.286111,-115.961111,2006
MT-KNF-094,Little Spar,48.181389,-115.966667,2006
MT-LCF-000038,Ford Creek,47.4225,-112.730556,2006
MT-LCF-000052,RIVAL NANNY COMPLEX,48.020833,-112.786944,2006
MT-LCF-000053,NANNY CREEK,48.016944,-112.840833,2006
MT-LCF-000062,Cigarette Rock,47.391667,-112.871389,2006
MT-LED-024,Soda Creek Fire,47.531667,-107.949167,2006
MT-LED-027,Valley County Fire,48.083333,-107.45,2006
MT-LED-034,Box Elder,47.183333,-108.833333,2006
MT-LED-038,Maggie Fire,48.333333,-108.916667,2006
MT-LED-055,DRAG,47.383333,-108.05,2006
MT-MCD-041,RICE COULEE,45.697222,-106.213611,2006
MT-MCD-051,FROZEN DOG,45.881389,-106.315833,2006
MT-MCD-063,WATT DRAW,45.491111,-105.971389,2006
MT-MCD-065,KING MOUNTAIN,45.511944,-106.232778,2006
MT-MCD-071,Black Pulaski Complex,47.669722,-106.780556,2006
MT-MCD-111,CHARLES CREEK,45.505,-105.477222,2006
MT-MCD-134,RATTLESNAKE,45.671667,-105.091389,2006
MT-NCA-0000112,SAGE,45.608056,-106.308611,2006
MT-NCA-0000136,INDIAN COULEE,45.643611,-106.994722,2006
MT-NCA-0000148,DANNY,45.570833,-106.551389,2006
MT-NCA-000114,BUTTE CK,45.591667,-106.576667,2006
MT-NCA-000190,Soldier,45.617778,-106.630278,2006
MT-NES-000005,Dovetail Fire,47.3,-108.05,2006
MT-NWS-099,Murr Creek,47.905278,-114.816389,2006
MT-SOS-0000007,Saunders,45.634722,-109.414444,2006
MT-SOS-000002,Phipps Park,45.815833,-108.688056,2006
MT-SOS-000006,Park City Complex,45.666667,-108.900278,2006
MT-SOS-000010,Shane Ridge,45.493056,-109.088889,2006
MT-SOS-000017,Majerus,46.281944,-108.4675,2006
MT-SOS-000026,JUNIPER,46.376389,-108.539444,2006
MT-SOS-000035,Hutchinson Coulee,46.070556,-107.312222,2006
MT-SOS-00009,Pine Ridge Complex,45.908611,-107.852778,2006
MT-SOS-000241,Mailbox,46.301667,-107.701111,2006
MT-SOS-000244,Emerald Hills,45.793333,-108.365556,2006
MT-SOS-89204,Coal Creek,45.588333,-108.959722,2006
MT-SOS-89205,Benedict,45.666667,-108.9,2006
MT-SWS-000107,MT. JUMBO,46.877222,-113.949722,2006
MT-SWS-000108,PackerGulch,46.750278,-113.347778,2006
MT-SWS-000137,Woodchuck,46.683333,-113.950556,2006
MT-SWS-000159,Bearmouth,46.695833,-113.355,2006
MT-SWS-180,Lolo Steakhouse,46.7725,-114.115,2006
ND-NDC-003,EMMONS,46.504167,-100.304167,2006
ND-NDS-001,Riverdale Wood,47.473611,-101.418889,2006
ND-NDS-002,RAGING HILLS,48.275556,-101.393056,2006
ND-NDS-004,Little Heart Bottoms,46.697222,-100.8,2006
ND-VCR-003,FULLERS LAKE,47.3,-97.6,2006
WY-YNP-0605,Magpie,44.611667,-110.728056,2006
WY-YNP-0608,Stinky,44.78,-110.073611,2006
OR-772S-093,Middle Fork,44.505278,-122.415278,2006
OR-95S-2027,Two Cabin Complex,44.938889,-119.429167,2006
OR-97S-692,Applegate Fire - ODF,45.975,-117.266111,2006
OR-98S-006,White King,42.297222,-120.447222,2006
OR-BUD-2196,RED MOUNTAIN,42.675833,-118.686944,2006
OR-BUD-2197,Thousand Virgin,42.126667,-118.786944,2006
OR-BUD-2203,Rock Creek,42.66,-119.198056,2006
OR-BUD-2313,Diamond Craters,43.0675,-118.788611,2006
OR-BUD-2349,Black Rock,43.866667,-118.866667,2006
OR-BUD-2415,#2415,43.353056,-119.207222,2006
OR-BUD-2494,Division C Complex,43.157222,-119.168056,2006
OR-BUD-2500,South End Complex,42.2575,-118.799722,2006
OR-BUD-2506,Crater Fire,43.0675,-118.749722,2006
OR-BUD-2517,Division B Complex,43.903611,-118.356389,2006
OR-BUD-2620,Wilson Fire,42.836389,-118.538889,2006
OR-CGF-000016,MARYHILL,45.670556,-120.926667,2006
OR-CLP-060004,BYBEE COMPLEX,42.910833,-122.218333,2006
OR-DEF-0570,BLACK CRATER,44.255278,-121.744444,2006
OR-DEF-0581,ELK LAKE,43.976667,-121.825833,2006
OR-DEF-0668,LAKE GEORGE,44.331667,-121.810278,2006
OR-LAD-060220,Jug Fire,42.839167,-120.108889,2006
OR-LAD-060367,Abert Fire,42.7925,-120.163333,2006
OR-MAF-442,Shake Table Complex,44.313056,-119.423889,2006
OR-MHF-140,Mt. Hood Complex,45.366667,-121.599444,2006
OR-MHF-144,Blister,44.983333,-122.183611,2006
OR-OCF-000579,GENEVA #3,44.503889,-121.348056,2006
OR-OCF-0277,GROUNDHOG,44.356389,-119.585278,2006
OR-PRD-0690,Three Horses,44.888333,-120.388056,2006
OR-PRD-0747,ROCK SPRINGS,45.0025,-120.534444,2006
OR-PRD-0799,BONE FIRE,45.003333,-119.093333,2006
OR-PRD-0883,PINE RIDGE,43.780556,-120.743056,2006
OR-PRD-0890,HAY CREEK,44.729444,-120.980278,2006
OR-PRD-0893,BAKER CANYON,44.816111,-120.980278,2006
OR-UMF-000411,COLUMBIA COMPLEX,46.144444,-118.044167,2006
OR-VAD-000205,Bowden Hills,42.55,-117.849722,2006
OR-VAD-000224,Moores Hollow,44.119444,-117.116389,2006
OR-VAD-000225,Bridge Gulch,44.2375,-117.0925,2006
OR-VAD-067,Dump Fire,42,-117.699722,2006
OR-VAD-070,Stemler Ridge,43.8025,-118.019722,2006
OR-VAD-072,Jerry Wells,42.498333,-117.736389,2006
OR-VAD-144,Clover Creek,44.148889,-117.900278,2006
OR-VAD-145,Happy Valley,42.979167,-117.75,2006
OR-VAD-160,Resevoir,44.369722,-117.826944,2006
OR-VAD-161,Beers Ditch,44.344167,-117.550278,2006
OR-VAD-190,Irish Springs Complex,44.090278,-118.183889,2006
OR-VAD-191,Mud Springs,44.233611,-117.334167,2006
OR-VAD-207,Hole in the Ground Complex,43.169722,-117.52,2006
OR-VAD-208,Blowout,43.128333,-117.338333,2006
OR-VAD-221,Coyote Butte,42.506667,-117.345833,2006
OR-VAD-222,Star Mountain,43.372222,-117.962778,2006
OR-VAD-239,Jackies Butte,42.615,-117.539444,2006
OR-VAD-243,Iron Mountain,44.696667,-117.553333,2006
OR-VAD-249,Hunigton Fire,44.372778,-117.288333,2006
OR-VAD-251,Lime,44.396944,-117.949722,2006
OR-VAD-252,lookout Mountain Complex,44.535833,-117.278333,2006
OR-WIF-275,Puzzle,44.588056,-121.833333,2006
OR-WSA-037,VIEWPOINT,44.704722,-121.438056,2006
OR-WSA-087,WOLFE POINT II,44.845833,-121.1375,2006
OR-WWF-394,Foster Gulch Complex,44.969722,-116.898889,2006
OR-WWF-660,Jim Creek,45.978056,-116.9,2006
OR-WWF-731,TWIN ELK COMPLEX,45.15,-117.033333,2006
OR-WWF-747,Elkhorn Complex,44.866667,-118.183333,2006
WA-CBR-003,Red Rock,46.859722,-119.598889,2006
WA-COA-185,CAMERON LAKE ROAD,48.353056,-119.5225,2006
WA-MSF-000341,7440,47.082778,-121.718056,2006
WA-NCP-213,Flick Creek,48.28,-120.623333,2006
WA-NES-298,Valley Mill,48.112778,-117.746389,2006
WA-NES-422,Quinns Meadow,48.816944,-117.768056,2006
WA-NES-455,Bisbee Mountain,48.616667,-118.15,2006
WA-OLF-000215,Bear Gulch II,47.503611,-123.296389,2006
WA-OWF-00734,Amabilis,47.275,-121.265278,2006
WA-OWF-213,SPUR PEAK,48.663611,-120.022222,2006
WA-OWF-304,Tinpan,48.161944,-120.726944,2006
WA-OWF-398,Tripod Complex,48.502778,-120.040556,2006
WA-OWF-550,Tatoosh Complex,48.916667,-120.533333,2006
WA-OWF-553,Cedar Creek,48.53,-120.57,2006
WA-OWF-634,POLALLIE,47.429722,-121.123333,2006
WA-OWF-638,Van Peak,48.933333,-120.266667,2006
WA-SES-164,Trout,46.671111,-120.984722,2006
WA-SPD-004,Elm Road,46.406944,-118.9425,2006
WA-SPD-011,Williams Lake Road,47.318056,-117.901111,2006
WA-SPS-062,Carbon Copy,47.001111,-121.911389,2006
WA-SPS-074,Dewatto II,47.733333,-123.1,2006
WA-WFS-509,Rocky Ford,47.466667,-119.733333,2006
WA-WFS-707,Palouse River Fire,46.833333,-117.75,2006
WA-WFS-712,Highlands Fire,47.983333,-119.583333,2006
WA-YAA-087,Pine Springs #2,46.01,-120.442222,2006
WA-YAA-098,Jungle Butte Complex,46.141389,-121.258611,2006
CO-BAX-00148,DRY CREEK,37.366389,-102.365,2006
CO-CRS-663,Bitter Brush,40.500278,-108.104444,2006
CO-CTX-000701,MATO VEGA,37.555556,-105.320833,2006
CO-FTX-013,Swim Beach,40.338056,-105.201667,2006
CO-FTX-6118,I-76,40.568889,-103.205556,2006
CO-GFX-000600,RED APPLE,39.483889,-107.862222,2006
CO-GMF-052,RED CREEK,38.121111,-107.608889,2006
CO-GWD-201,JOLLEY MESA,39.548611,-107.587778,2006
CO-HUX-00026,MAURICIO CANYON,37.391667,-104.821111,2006
CO-JEX-00518,PINE VALLEY,39.412222,-105.383056,2006
CO-LSD-224,THOMAS,40.624444,-108.764722,2006
CO-LSD-279,FOUR MILE,40.943889,-107.621389,2006
CO-LSD-526,Buffalo,40.408333,-108.418333,2006
CO-LSD-529,Goodman,40.860278,-108.899722,2006
CO-LSX-000514,Tecolote,37.213889,-103.231389,2006
CO-MFX-0393,Divide,40.831111,-107.749722,2006
CO-PBX-0103,RICHARDSON,37.196944,-102.322222,2006
CO-PBX-209,CASTLEWOOD CANYON,39.322778,-104.781389,2006
CO-PBX-258,Rocky Flats,39.913611,-105.19,2006
CO-RBX-416,Sour Patch,40.205556,-108.237222,2006
CO-RGD-000638,TYNDALL GULCH,38.139444,-105.327222,2006
CO-SLD-000776,COOLBROTH,37.866667,-106.356944,2006
CO-SUA-000054,BLACK RIDGE,37.100278,-107.970556,2006
CO-UMA-000279,WEAVER,37.126944,-108.4025,2006
KS-FLR-000200,JACOB CREEK,38.27,-95.853333,2006
KS-KSX-000201,HODGEMAN WEST,38.071389,-100.208333,2006
KS-KSX-000240,SLEEPY HOLLOW COMPLEX,39.249167,-96.578611,2006
KS-KSX-000658,ATTWELL (formerly Lane County),38.523056,-100.251667,2006
KS-KSX-00094,Twelth Street,38.065278,-97.675278,2006
KS-KSX-00095,Indiana Road,38.530833,-95.36,2006
KS-KSX-000950,2900 Road,38.493611,-96.525278,2006
KS-KSX-001106,MILLER RANCH,37.244722,-99.722222,2006
KS-KSX-00136,MONTGOMERY COUNTY,37.0375,-95.892222,2006
KS-KSX-001383,Frank Duff,38.845833,-101.1675,2006
KS-KSX-00191,KAUFMAN RANCH,37.142778,-96.713056,2006
KS-KSX-00199,HODGEMAN EAST,38.065278,-99.697778,2006
KS-KSX-0028,Piedmont,37.619722,-96.322778,2006
KS-KSX-0069,Yale,38.019722,-94.815,2006
KS-KSX-1105,Mile 208,38.847778,-98.483333,2006
KS-KSX-1109,1700 AND JEEP ROAD,38.841389,-97.166389,2006
KS-KSX-1346,Grand,37.761111,-95.066667,2006
KS-KSX-1402,Greenwood,37.649722,-96.395278,2006
KS-KSX-154,LUNING,39.234722,-96.463611,2006
KS-KSX-156,MAPLE CITY,37.071111,-96.764722,2006
KS-KSX-174,254 FIRE,37.8425,-96.930556,2006
KS-KSX-187,Meade,37.164722,-100.429167,2006
KS-KSX-239,9200 S STERLING,37.915556,-98.201389,2006
KS-KSX-247,OBEE,38.070833,-94.847778,2006
KS-KSX-334,52nd Street,37.402778,-96.858611,2006
